characteristic	sample	preprocessor	nElementsBefore	sumWeightBefore	nElementsAfter	sumWeightAfter	preprocessor#1	nElementsBefore#1	sumWeightBefore#1	nElementsAfter#1	sumWeightAfter#1	preprocessor#2	nElementsBefore#2	sumWeightBefore#2	nElementsAfter#2	sumWeightAfter#2	preprocessor#3	nElementsBefore#3	sumWeightBefore#3	nElementsAfter#3	sumWeightAfter#3	preprocessor#4	nElementsBefore#4	sumWeightBefore#4	nElementsAfter#4	sumWeightAfter#4
d50	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic | Cumulative top 50.0	640	118290.0	6	46724.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0	Cumulative top 50.0	181	89820.0	6	46724.0
d50	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic | Cumulative top 50.0	929	204207.0	15	50263.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0	Cumulative top 50.0	297	100302.0	15	50263.0
d50	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic | Cumulative top 50.0	852	126589.0	9	31356.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0	Cumulative top 50.0	301	62151.0	9	31356.0
d50	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic | Cumulative top 50.0	1866	80930.0	27	24598.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0	Cumulative top 50.0	913	48802.0	27	24598.0
Strength	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
Strength	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
Strength	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
Strength	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
Strength	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
Strength	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
Strength	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
Strength	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
CDR3 length, aa	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
CDR3 length, aa	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
CDR3 length, aa	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
CDR3 length, aa	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
CDR3 length, aa	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
CDR3 length, aa	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
CDR3 length, aa	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
CDR3 length, aa	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
